majority,congress,session,rollcall-num,legis-num,vote-question,vote-result,vote-desc,r-y,r-no,r-p,r-nv,d-y,d-no,d-p,d-nv,ind-y,ind-n,i-p,i-nv,
R,114,1st,250,H RES 273,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 2262, to facilitate a pro-growth environment for the developing commercial space industry; H.R. 880, American Research and Competitiveness Act of 2015; motions to suspend the rules; and proceedings of the House from May 22, 2015 to May 29, 2015,241,0,0,3,0,183,0,5,0,0,0,0,
R,114,1st,251,H RES 273,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 2262, to facilitate a pro-growth environment for the developing commercial space industry; H.R. 880, American Research and Competitiveness Act of 2015; motions to suspend the rules; and proceedings of the House from May 22, 2015 to May 29, 2015,238,4,0,2,2,181,0,5,0,0,0,0,
R,114,1st,252,H R 1806,On Agreeing to the Amendment,Failed,None,4,234,0,6,173,9,0,6,0,0,0,0,
R,114,1st,253,H R 1806,On Agreeing to the Amendment,Agreed to,None,234,3,0,7,0,180,0,8,0,0,0,0,
R,114,1st,254,H R 1806,On Agreeing to the Amendment,Failed,None,5,235,0,4,182,1,0,5,0,0,0,0,
R,114,1st,255,H R 1806,On Agreeing to the Amendment,Failed,None,25,215,0,4,183,0,0,5,0,0,0,0,
R,114,1st,256,H R 1806,On Agreeing to the Amendment,Failed,None,7,232,0,5,183,0,0,5,0,0,0,0,
R,114,1st,257,H R 1806,On Agreeing to the Amendment,Failed,None,0,239,0,5,179,0,0,9,0,0,0,0,
R,114,1st,258,H R 1806,On Passage,Passed,America COMPETES Reauthorization Act of 2015,217,23,0,4,0,182,0,6,0,0,0,0,
R,114,1st,259,H R 880,On Motion to Recommit with Instructions,Failed,American Research and Competitiveness Act of 2015,0,240,0,4,181,0,0,7,0,0,0,0,
R,114,1st,26,H R 185,On Agreeing to the Amendment,Failed,None,1,242,0,2,177,6,0,5,0,0,0,0,
R,114,1st,260,H R 880,On Passage,Passed,American Research and Competitiveness Act of 2015,237,1,0,6,37,144,0,7,0,0,0,0,
R,114,1st,261,H R 2262,On Agreeing to the Amendment,Failed,None,3,233,0,8,170,3,0,15,0,0,0,0,
R,114,1st,262,H R 2262,On Passage,Passed,To facilitate a pre-growth environment for the developing commercial space industry by encouraging private sector investment and creating more stable and predictable regulatory conditions, and for other purposes,236,3,0,5,48,130,0,10,0,0,0,0,
R,114,1st,263,H RES 274,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 1335) to amend the Magnuson-Stevens Fishery Conservation and Management Act to provide flexibility for fishery managers and stability for fishermen, and for other purposes,236,1,0,7,1,173,0,14,0,0,0,0,
R,114,1st,264,H R 1335,On Agreeing to the Amendment,Failed,None,0,222,0,22,155,1,0,32,0,0,0,0,
R,114,1st,265,H R 1335,On Agreeing to the Amendment,Failed,None,0,222,0,22,149,5,0,34,0,0,0,0,
R,114,1st,266,H R 1335,On Motion to Recommit with Instructions,Failed,To amend the Magnuson-Stevens Fishery Conservation and Management Act to provide flexibility for fishery managers and stability for fisherman, and for other purposes.,0,223,0,21,155,0,0,33,0,0,0,0,
R,114,1st,267,H R 1335,On Passage,Passed,To amend the Magnuson-Stevens Fishery Conservation and Management Act to provide flexibility for fishery managers and stability for fisherman, and for other purposes.,220,3,0,21,5,149,0,34,0,0,0,0,
R,114,1st,268,H RES 287,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 2577) making appropriations for the Dept. of Transportation, and Housing and Urban Development for FY ending Sept. 30, 2016 and providing for consideration of the bill (H.R. 2578) making appropriations for the Dept. Commerce and Justice, Science for FY ending Sept. 30, 2016,239,0,0,5,3,180,0,5,0,0,0,0,
R,114,1st,269,JOURNAL,On Approving the Journal,Passed,None,140,94,1,9,100,76,1,11,0,0,0,0,
R,114,1st,27,H R 185,On Motion to Recommit with Instructions,Failed,To reform the process by which Federal agencies analyze and formulate new regulations and guidance documents.,0,243,0,2,180,2,0,6,0,0,0,0,
R,114,1st,270,H R 2578,On Agreeing to the Amendment,Failed,None,154,86,0,4,0,177,0,11,0,0,0,0,
R,114,1st,271,H R 2578,On Agreeing to the Amendment,Failed,None,32,211,0,1,181,3,0,4,0,0,0,0,
R,114,1st,272,H R 2578,On Agreeing to the Amendment,Agreed to,None,233,10,0,1,184,0,0,4,0,0,0,0,
R,114,1st,273,H R 2578,On Agreeing to the Amendment,Agreed to,None,228,14,0,2,0,184,0,4,0,0,0,0,
R,114,1st,274,H RES 288,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 2289) Commodity End-User Relief Act,241,0,0,3,2,182,0,4,0,0,0,0,
R,114,1st,275,H R 2578,On Agreeing to the Amendment,Failed,None,160,82,0,2,3,181,0,4,0,0,0,0,
R,114,1st,276,H R 2578,On Agreeing to the Amendment,Failed,None,5,238,0,1,165,18,0,5,0,0,0,0,
R,114,1st,277,H R 2578,On Agreeing to the Amendment,Failed,None,2,241,0,1,151,32,0,5,0,0,0,0,
R,114,1st,278,H R 2578,On Agreeing to the Amendment,Failed,None,166,77,0,1,2,180,0,6,0,0,0,0,
R,114,1st,279,H R 2578,On Agreeing to the Amendment,Failed,None,97,145,0,2,98,87,0,3,0,0,0,0,
R,114,1st,28,H R 185,On Passage,Passed,To reform the process by which Federal agencies analyze and formulate new regulations and guidance documents.,242,0,0,3,8,175,0,5,0,0,0,0,
R,114,1st,280,H R 2578,On Agreeing to the Amendment,Agreed to,None,101,142,0,1,181,4,0,3,0,0,0,0,
R,114,1st,281,H R 2578,On Agreeing to the Amendment,Failed,None,1,242,0,1,183,2,0,3,0,0,0,0,
R,114,1st,282,H R 2578,On Agreeing to the Amendment,Failed,None,19,224,0,1,8,175,1,4,0,0,0,0,
R,114,1st,283,H R 2578,On Agreeing to the Amendment,Agreed to,None,67,176,0,1,175,10,0,3,0,0,0,0,
R,114,1st,284,H R 2578,On Agreeing to the Amendment,Agreed to,None,71,171,0,2,174,11,0,3,0,0,0,0,
R,114,1st,285,H R 2578,On Agreeing to the Amendment,Failed,None,45,198,0,1,161,24,0,3,0,0,0,0,
R,114,1st,286,H R 2578,On Agreeing to the Amendment,Agreed to,None,118,125,0,1,179,5,0,4,0,0,0,0,
R,114,1st,287,H R 2578,On Agreeing to the Amendment,Agreed to,None,232,11,0,1,0,185,0,3,0,0,0,0,
R,114,1st,288,H R 2578,On Agreeing to the Amendment,Agreed to,None,117,122,0,5,172,10,0,6,0,0,0,0,
R,114,1st,289,H R 2578,On Agreeing to the Amendment,Agreed to,None,238,2,0,4,12,169,0,7,0,0,0,0,
R,114,1st,29,H R 240,On Agreeing to the Amendment,Agreed to,None,237,7,0,1,0,183,0,5,0,0,0,0,
R,114,1st,290,H R 2578,On Agreeing to the Amendment,Agreed to,None,236,5,0,3,147,38,0,3,0,0,0,0,
R,114,1st,291,H R 2578,On Agreeing to the Amendment,Agreed to,None,234,7,0,3,2,183,0,3,0,0,0,0,
R,114,1st,292,H R 2578,On Agreeing to the Amendment,Failed,None,134,107,0,3,0,183,0,5,0,0,0,0,
R,114,1st,293,H R 2578,On Agreeing to the Amendment,Agreed to,None,222,19,0,3,0,185,0,3,0,0,0,0,
R,114,1st,294,H R 2578,On Agreeing to the Amendment,Agreed to,None,227,14,0,3,0,184,0,4,0,0,0,0,
R,114,1st,295,H R 2578,On Agreeing to the Amendment,Agreed to,None,239,2,0,3,6,179,0,3,0,0,0,0,
R,114,1st,296,H R 2578,On Motion to Recommit with Instructions,Failed,Making appropriations for Commerce and Justice, Science, and Related Agencies, FY 2016,0,240,0,4,184,0,0,4,0,0,0,0,
R,114,1st,297,H R 2578,On Passage,Passed,Making appropriations for Commerce and Justice, Science, and Related Agencies, FY 2016,230,10,0,4,12,173,0,3,0,0,0,0,
R,114,1st,298,H R 2577,On Agreeing to the Amendment,Failed,None,158,82,0,4,8,173,0,7,0,0,0,0,
R,114,1st,299,H R 2577,On Agreeing to the Amendment,Agreed to,None,228,12,0,4,7,177,0,4,0,0,0,0,
R,114,1st,3,H RES 5,Table Motion to Refer,Passed,Adopting rules for the One Hundred Fourteenth Congress,230,0,0,11,0,160,0,10,0,0,0,0,
R,114,1st,30,H R 240,On Agreeing to the Amendment,Agreed to,None,218,26,0,1,0,183,0,5,0,0,0,0,
R,114,1st,300,None,None,None,This vote was vacated by unanimous consent on 4-Jun-2015.,0,0,0,0,0,0,0,0,0,0,0,0,
R,114,1st,301,H R 2577,On Agreeing to the Amendment,Failed,None,10,229,0,5,166,18,0,4,0,0,0,0,
R,114,1st,302,H R 2577,On Agreeing to the Amendment,Failed,None,149,92,0,3,11,174,0,3,0,0,0,0,
R,114,1st,303,H R 2577,On Agreeing to the Amendment,Failed,None,142,99,0,3,1,184,0,3,0,0,0,0,
R,114,1st,304,H R 2577,On Agreeing to the Amendment,Failed,None,139,101,0,4,0,185,0,3,0,0,0,0,
R,114,1st,305,H R 2577,On Agreeing to the Amendment,Failed,None,24,216,0,4,178,6,0,4,0,0,0,0,
R,114,1st,306,H R 2577,On Agreeing to the Amendment,Failed,None,18,221,0,5,158,26,1,3,0,0,0,0,
R,114,1st,307,H R 2577,On Agreeing to the Amendment,Agreed to,None,224,16,0,4,0,182,0,6,0,0,0,0,
R,114,1st,308,H R 2577,On Agreeing to the Amendment,Failed,None,20,215,0,9,164,15,0,9,0,0,0,0,
R,114,1st,309,H R 2289,On Passage,Passed,Commodity End-User Relief Act,237,1,0,6,9,170,0,9,0,0,0,0,
R,114,1st,31,H R 240,On Agreeing to the Amendment,Agreed to,None,243,1,0,1,35,148,0,5,0,0,0,0,
R,114,1st,310,H R 2577,On Agreeing to the Amendment,Failed,None,161,79,0,5,2,180,0,6,0,0,0,0,
R,114,1st,311,H R 2577,On Agreeing to the Amendment,Agreed to,None,229,11,0,5,0,182,0,6,0,0,0,0,
R,114,1st,312,H R 2577,On Agreeing to the Amendment,Failed,None,136,103,0,6,0,183,0,5,0,0,0,0,
R,114,1st,313,H R 2577,On Agreeing to the Amendment,Failed,None,162,78,0,5,1,182,0,5,0,0,0,0,
R,114,1st,314,H R 2577,On Agreeing to the Amendment,Failed,None,205,35,0,5,0,183,0,5,0,0,0,0,
R,114,1st,315,H R 2577,On Agreeing to the Amendment,Failed,None,186,54,0,5,0,183,0,5,0,0,0,0,
R,114,1st,316,H R 2577,On Agreeing to the Amendment,Failed,None,14,226,0,5,143,40,0,5,0,0,0,0,
R,114,1st,317,H R 2577,On Agreeing to the Amendment,Failed,None,147,93,0,5,1,182,0,5,0,0,0,0,
R,114,1st,318,H R 2577,On Agreeing to the Amendment,Failed,None,134,105,0,6,0,182,0,6,0,0,0,0,
R,114,1st,319,H R 2577,On Agreeing to the Amendment,Agreed to,None,240,3,0,2,4,178,0,6,0,0,0,0,
R,114,1st,32,H R 240,On Agreeing to the Amendment,Agreed to,None,239,2,0,4,14,169,0,5,0,0,0,0,
R,114,1st,320,H R 2577,On Agreeing to the Amendment,Agreed to,None,241,3,0,1,5,177,0,6,0,0,0,0,
R,114,1st,321,H R 2577,On Agreeing to the Amendment,Agreed to,None,206,38,0,1,34,148,0,6,0,0,0,0,
R,114,1st,322,H R 2577,On Agreeing to the Amendment,Failed,None,184,60,0,1,15,167,0,6,0,0,0,0,
R,114,1st,323,H R 2577,On Agreeing to the Amendment,Agreed to,None,231,13,0,1,0,182,0,6,0,0,0,0,
R,114,1st,324,H R 2577,On Agreeing to the Amendment,Failed,None,1,242,0,2,181,1,0,6,0,0,0,0,
R,114,1st,325,H R 2577,On Agreeing to the Amendment,Failed,None,212,32,0,1,0,182,0,6,0,0,0,0,
R,114,1st,326,H R 2577,On Agreeing to the Amendment,Agreed to,None,60,184,0,1,181,0,1,6,0,0,0,0,
R,114,1st,327,H R 2577,On Agreeing to the Amendment,Agreed to,None,225,19,0,1,72,110,0,6,0,0,0,0,
R,114,1st,328,H R 2577,On Motion to Recommit with Instructions,Failed,Making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes,0,244,0,1,181,0,0,7,0,0,0,0,
R,114,1st,329,H R 2577,On Passage,Passed,Making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes,213,31,0,1,3,179,0,6,0,0,0,0,
R,114,1st,33,H R 240,On Agreeing to the Amendment,Agreed to,None,243,1,0,1,17,166,0,5,0,0,0,0,
R,114,1st,330,H RES 303,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 2685) making appropriations for the Department of Defense for the fiscal year ending Sept. 30, 2016, and providing for consideration of the bill (H.R. 2393) Country of Origin Labeling Amendments Act,242,2,0,1,2,185,0,1,0,0,0,0,
R,114,1st,331,H RES 295,On Motion to Suspend the Rules and Agree,Passed,Suporting local law enforcement agencies in their continued work to serve our communities, and supporting their use of body worn cameras to promote transparency to protect both citizens and officers alike.,234,6,1,4,187,0,0,1,0,0,0,0,
R,114,1st,332,JOURNAL,On Approving the Journal,Passed,None,147,94,1,3,109,74,1,4,0,0,0,0,
R,114,1st,333,H R 2393,On Passage,Passed,Country of Origin Labeling Amendments Act of 2015,234,10,0,1,66,121,0,1,0,0,0,0,
R,114,1st,334,H R 2685,On Agreeing to the Amendment,Failed,None,19,225,0,1,176,12,0,0,0,0,0,0,
R,114,1st,335,H R 2685,On Agreeing to the Amendment,Agreed to,None,88,156,0,1,164,23,0,1,0,0,0,0,
R,114,1st,336,H R 2685,On Agreeing to the Amendment,Failed,None,4,240,0,1,170,17,0,1,0,0,0,0,
R,114,1st,337,H R 2685,On Agreeing to the Amendment,Failed,None,4,240,0,1,169,19,0,0,0,0,0,0,
R,114,1st,338,H R 2685,On Agreeing to the Amendment,Failed,None,6,238,0,1,175,13,0,0,0,0,0,0,
R,114,1st,339,H R 2685,On Agreeing to the Amendment,Agreed to,None,181,63,0,1,140,48,0,0,0,0,0,0,
R,114,1st,34,H R 240,On Motion to Recommit with Instructions,Failed,Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes,0,244,0,1,184,0,0,4,0,0,0,0,
R,114,1st,340,H R 2685,On Agreeing to the Amendment,Failed,None,95,149,0,1,22,166,0,0,0,0,0,0,
R,114,1st,341,H R 2685,On Agreeing to the Amendment,Agreed to,None,144,100,0,1,89,99,0,0,0,0,0,0,
R,114,1st,342,H R 2685,On Agreeing to the Amendment,Failed,None,14,229,0,2,42,146,0,0,0,0,0,0,
R,114,1st,343,H R 2685,On Agreeing to the Amendment,Failed,None,56,186,0,3,51,137,0,0,0,0,0,0,
R,114,1st,344,H R 2685,On Agreeing to the Amendment,Failed,None,98,146,0,1,16,172,0,0,0,0,0,0,
R,114,1st,345,H R 1295,Concurring in Senate amendments with amendment,Passed,Trade Preferences Extension Act of 2015,212,31,0,2,185,1,0,2,0,0,0,0,
R,114,1st,346,H R 2685,On Agreeing to the Amendment,Failed,None,33,208,0,4,163,23,0,2,0,0,0,0,
R,114,1st,347,H R 2685,On Agreeing to the Amendment,Failed,None,13,229,0,3,144,41,0,3,0,0,0,0,
R,114,1st,348,H R 2685,On Agreeing to the Amendment,Failed,None,14,228,0,3,151,36,0,1,0,0,0,0,
R,114,1st,349,H R 2685,On Agreeing to the Amendment,Failed,None,7,235,0,3,166,21,0,1,0,0,0,0,
R,114,1st,35,H R 240,On Passage,Passed,Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes,234,10,0,1,2,181,0,5,0,0,0,0,
R,114,1st,350,H R 2685,On Agreeing to the Amendment,Failed,None,51,192,0,2,30,155,0,3,0,0,0,0,
R,114,1st,351,H R 2685,On Agreeing to the Amendment,Failed,None,18,225,0,2,147,40,0,1,0,0,0,0,
R,114,1st,352,H R 2685,On Agreeing to the Amendment,Failed,None,47,195,0,3,4,183,0,1,0,0,0,0,
R,114,1st,353,H R 2685,On Agreeing to the Amendment,Failed,None,17,225,0,3,149,37,0,2,0,0,0,0,
R,114,1st,354,H R 2685,On Agreeing to the Amendment,Failed,None,1,241,0,3,186,1,0,1,0,0,0,0,
R,114,1st,355,H R 2685,On Agreeing to the Amendment,Failed,None,132,111,0,2,1,186,0,1,0,0,0,0,
R,114,1st,356,H R 2685,On Agreeing to the Amendment,Agreed to,None,109,134,0,2,146,40,0,2,0,0,0,0,
R,114,1st,357,H R 2685,On Motion to Recommit with Instructions,Failed,Making appropriations for the Department of Defense for the fiscal year ending September 30, 2016, and for other purposes.,0,240,0,5,186,0,0,2,0,0,0,0,
R,114,1st,358,H R 2685,On Passage,Passed,Making appropriations for the Department of Defense for the fiscal year ending September 30, 2016, and for other purposes.,235,5,0,5,43,144,0,1,0,0,0,0,
R,114,1st,359,H RES 305,On Agreeing to the Resolution,Passed,Providing for consideration of the Senate Amendment to H.R. 1314, to provide for a right to an administrative appeal relating to adverse determinations of tax exempt status of certain organizations; and for consideration of the Senate Amendments to H.R. 644, Fighting Hunger Incentive Act,209,34,0,3,8,178,0,2,0,0,0,0,
R,114,1st,36,H R 37,On Motion to Recommit with Instructions,Failed,Promoting Job Creation and Reducing Small Business Burdens Act,1,242,0,2,182,0,0,6,0,0,0,0,
R,114,1st,360,JOURNAL,On Approving the Journal,Passed,None,143,92,1,9,96,80,0,12,0,0,0,0,
R,114,1st,361,H R 1314,Concurring in portion of Senate Amdt comprising title II (except section 212),Failed,Trade Act of 2015,86,158,0,2,40,144,0,4,0,0,0,0,
R,114,1st,362,H R 1314,Concurring in portion of senate amendment preceding title II,Passed,Trade Act of 2015,191,54,0,1,28,157,0,3,0,0,0,0,
R,114,1st,363,H R 644,Concurring in Senate amendments with amendment,Passed,Trade Facilitation and Trade Enforcement Act of 2015,228,17,0,1,12,173,0,3,0,0,0,0,
R,114,1st,364,H RES 233,On Motion to Suspend the Rules and Agree,Passed,Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens that it holds, as well as provide all known information on any United States citizens that have disappeared within its borders,225,0,0,20,166,0,0,22,0,0,0,0,
R,114,1st,366,H RES 315,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 2596) to authorize appropriations for fiscal year 2016 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes,233,6,0,6,3,183,0,2,0,0,0,0,
R,114,1st,367,H R 2596,On Agreeing to the Amendment,Failed,None,5,235,0,5,171,11,0,6,0,0,0,0,
R,114,1st,368,H R 2596,On Motion to Recommit with Instructions,Failed,Intelligence Authorization Act,0,240,0,5,183,0,0,5,0,0,0,0,
R,114,1st,369,H R 2596,On Passage,Passed,Intelligence Authorization Act,216,25,0,4,31,153,0,4,0,0,0,0,
R,114,1st,37,H R 37,On Passage,Passed,Promoting Job Creation and Reducing Small Business Burdens Act,242,1,0,2,29,153,0,6,0,0,0,0,
R,114,1st,370,H CON RES 55,On Agreeing to the Resolution,Failed,Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove United States Armed Forces deployed to Iraq or Syria on or after August 7, 2014, other than Armed Forces required to protect United States diplomatic facilities and personnel, from Iraq and Syria,19,222,1,3,120,66,0,2,0,0,0,0,
R,114,1st,373,H RES 321,On Agreeing to the Resolution,Passed,Providing for consideration of the Senate Amendment to the bill (H.R. 2146) to amend the Internal Revenue Code of 1986 to allow Federal law enforcement officers, firefighters, and air traffic controllers to make penalty-free withdrawals from governmental plans after age 50, and for other purposes,237,1,0,7,7,180,0,1,0,0,0,0,
